Filename,Labels
1_train.jpg,chow
2_train.jpg,malamute
3_train.jpg,beagle
4_train.jpg,soft
5_train.jpg,Eskimo_dog
6_train.jpg,Scottish_deerhound
7_train.jpg,Siberian_husky
8_train.jpg,basenji
9_train.jpg,kuvasz
10_train.jpg,komondor
11_train.jpg,Sealyham_terrier
12_train.jpg,clumber
13_train.jpg,affenpinscher
14_train.jpg,German_shepherd
15_train.jpg,Saluki
16_train.jpg,cairn
17_train.jpg,Lakeland_terrier
18_train.jpg,wire
19_train.jpg,giant_schnauzer
20_train.jpg,flat
21_train.jpg,Irish_water_spaniel
22_train.jpg,bluetick
23_train.jpg,Shetland_sheepdog
24_train.jpg,Old_English_sheepdog
25_train.jpg,Irish_setter
26_train.jpg,Appenzeller
27_train.jpg,miniature_pinscher
28_train.jpg,beagle
29_train.jpg,Ibizan_hound
30_train.jpg,kelpie
31_train.jpg,Saluki
32_train.jpg,Saint_Bernard
33_train.jpg,Scotch_terrier
34_train.jpg,Scottish_deerhound
35_train.jpg,keeshond
36_train.jpg,black
37_train.jpg,wire
38_train.jpg,Bernese_mountain_dog
39_train.jpg,German_shepherd
40_train.jpg,basenji
41_train.jpg,Airedale
42_train.jpg,English_springer
43_train.jpg,Walker_hound
44_train.jpg,Australian_terrier
45_train.jpg,bluetick
46_train.jpg,cairn
47_train.jpg,Labrador_retriever
48_train.jpg,Bernese_mountain_dog
49_train.jpg,Scottish_deerhound
50_train.jpg,West_Highland_white_terrier
51_train.jpg,West_Highland_white_terrier
52_train.jpg,American_Staffordshire_terrier
53_train.jpg,Bedlington_terrier
54_train.jpg,kelpie
55_train.jpg,clumber
56_train.jpg,Chihuahua
57_train.jpg,Border_collie
58_train.jpg,Shetland_sheepdog
59_train.jpg,Boston_bull
60_train.jpg,Pomeranian
61_train.jpg,Pembroke
62_train.jpg,soft
63_train.jpg,Weimaraner
64_train.jpg,toy_poodle
65_train.jpg,Bedlington_terrier
66_train.jpg,Great_Pyrenees
67_train.jpg,Australian_terrier
68_train.jpg,Norfolk_terrier
69_train.jpg,Saluki
70_train.jpg,Maltese_dog
71_train.jpg,Newfoundland
72_train.jpg,Labrador_retriever
73_train.jpg,Rhodesian_ridgeback
74_train.jpg,American_Staffordshire_terrier
75_train.jpg,standard_poodle
76_train.jpg,English_setter
77_train.jpg,flat
78_train.jpg,Welsh_springer_spaniel
79_train.jpg,Saluki
80_train.jpg,Norwegian_elkhound
81_train.jpg,English_springer
82_train.jpg,kelpie
83_train.jpg,Greater_Swiss_Mountain_dog
84_train.jpg,Bouvier_des_Flandres
85_train.jpg,English_setter
86_train.jpg,Saint_Bernard
87_train.jpg,Norwegian_elkhound
88_train.jpg,silky_terrier
89_train.jpg,redbone
90_train.jpg,soft
91_train.jpg,Brabancon_griffon
92_train.jpg,Irish_setter
93_train.jpg,dingo
94_train.jpg,miniature_schnauzer
95_train.jpg,Lakeland_terrier
96_train.jpg,Yorkshire_terrier
97_train.jpg,black
98_train.jpg,Weimaraner
99_train.jpg,German_shepherd
100_train.jpg,papillon
101_train.jpg,Great_Pyrenees
102_train.jpg,Border_terrier
103_train.jpg,Labrador_retriever
104_train.jpg,Border_terrier
105_train.jpg,Boston_bull
106_train.jpg,Pembroke
107_train.jpg,golden_retriever
108_train.jpg,Lhasa
109_train.jpg,Bouvier_des_Flandres
110_train.jpg,basenji
111_train.jpg,Irish_wolfhound
112_train.jpg,Dandie_Dinmont
113_train.jpg,Maltese_dog
114_train.jpg,Old_English_sheepdog
115_train.jpg,kelpie
116_train.jpg,Border_terrier
117_train.jpg,beagle
118_train.jpg,Appenzeller
119_train.jpg,miniature_schnauzer
120_train.jpg,kelpie
121_train.jpg,Pomeranian
122_train.jpg,Bedlington_terrier
123_train.jpg,flat
124_train.jpg,malamute
125_train.jpg,whippet
126_train.jpg,Pembroke
127_train.jpg,Newfoundland
128_train.jpg,Sealyham_terrier
129_train.jpg,boxer
130_train.jpg,Rottweiler
131_train.jpg,affenpinscher
132_train.jpg,German_shepherd
133_train.jpg,cocker_spaniel
134_train.jpg,Tibetan_terrier
135_train.jpg,standard_poodle
136_train.jpg,Saluki
137_train.jpg,Great_Dane
138_train.jpg,redbone
139_train.jpg,clumber
140_train.jpg,Yorkshire_terrier
141_train.jpg,giant_schnauzer
142_train.jpg,Afghan_hound
143_train.jpg,miniature_poodle
144_train.jpg,Afghan_hound
145_train.jpg,Border_collie
146_train.jpg,Lakeland_terrier
147_train.jpg,Rhodesian_ridgeback
148_train.jpg,Japanese_spaniel
149_train.jpg,Afghan_hound
150_train.jpg,golden_retriever
151_train.jpg,basenji
152_train.jpg,Pekinese
153_train.jpg,briard
154_train.jpg,pug
155_train.jpg,Bedlington_terrier
156_train.jpg,cocker_spaniel
157_train.jpg,Boston_bull
158_train.jpg,Siberian_husky
159_train.jpg,kelpie
160_train.jpg,Pekinese
161_train.jpg,miniature_poodle
162_train.jpg,Walker_hound
163_train.jpg,bluetick
164_train.jpg,clumber
165_train.jpg,Sealyham_terrier
166_train.jpg,Scottish_deerhound
167_train.jpg,Pembroke
168_train.jpg,dhole
169_train.jpg,English_springer
170_train.jpg,pug
171_train.jpg,Saint_Bernard
172_train.jpg,African_hunting_dog
173_train.jpg,Labrador_retriever
174_train.jpg,vizsla
175_train.jpg,Boston_bull
176_train.jpg,Bedlington_terrier
177_train.jpg,Tibetan_mastiff
178_train.jpg,Pomeranian
179_train.jpg,giant_schnauzer
180_train.jpg,chow
181_train.jpg,black
182_train.jpg,Maltese_dog
183_train.jpg,Great_Pyrenees
184_train.jpg,Scottish_deerhound
185_train.jpg,Australian_terrier
186_train.jpg,beagle
187_train.jpg,Lhasa
188_train.jpg,Brabancon_griffon
189_train.jpg,briard
190_train.jpg,Sussex_spaniel
191_train.jpg,Appenzeller
192_train.jpg,English_foxhound
193_train.jpg,Dandie_Dinmont
194_train.jpg,Norwegian_elkhound
195_train.jpg,Ibizan_hound
196_train.jpg,Sealyham_terrier
197_train.jpg,Italian_greyhound
198_train.jpg,standard_schnauzer
199_train.jpg,Irish_wolfhound
200_train.jpg,Scottish_deerhound
201_train.jpg,cocker_spaniel
202_train.jpg,Maltese_dog
203_train.jpg,basenji
204_train.jpg,Bernese_mountain_dog
205_train.jpg,miniature_poodle
206_train.jpg,Bedlington_terrier
207_train.jpg,standard_schnauzer
208_train.jpg,Eskimo_dog
209_train.jpg,American_Staffordshire_terrier
210_train.jpg,Pekinese
211_train.jpg,Newfoundland
212_train.jpg,Newfoundland
213_train.jpg,Brabancon_griffon
214_train.jpg,Leonberg
215_train.jpg,Norwich_terrier
216_train.jpg,Tibetan_mastiff
217_train.jpg,papillon
218_train.jpg,golden_retriever
219_train.jpg,standard_schnauzer
220_train.jpg,clumber
221_train.jpg,briard
222_train.jpg,bloodhound
223_train.jpg,Leonberg
224_train.jpg,groenendael
225_train.jpg,Welsh_springer_spaniel
226_train.jpg,curly
227_train.jpg,Norfolk_terrier
228_train.jpg,dhole
229_train.jpg,Chesapeake_Bay_retriever
230_train.jpg,clumber
231_train.jpg,Bouvier_des_Flandres
232_train.jpg,Irish_water_spaniel
233_train.jpg,Great_Pyrenees
234_train.jpg,cocker_spaniel
235_train.jpg,golden_retriever
236_train.jpg,Eskimo_dog
237_train.jpg,Norwich_terrier
238_train.jpg,briard
239_train.jpg,wire
240_train.jpg,Irish_water_spaniel
241_train.jpg,schipperke
242_train.jpg,Border_collie
243_train.jpg,redbone
244_train.jpg,kuvasz
245_train.jpg,dhole
246_train.jpg,Lhasa
247_train.jpg,Border_collie
248_train.jpg,Rhodesian_ridgeback
249_train.jpg,American_Staffordshire_terrier
250_train.jpg,Pembroke
251_train.jpg,collie
252_train.jpg,basset
253_train.jpg,Afghan_hound
254_train.jpg,Chesapeake_Bay_retriever
255_train.jpg,Brabancon_griffon
256_train.jpg,Dandie_Dinmont
257_train.jpg,Appenzeller
258_train.jpg,Italian_greyhound
259_train.jpg,Yorkshire_terrier
260_train.jpg,West_Highland_white_terrier
261_train.jpg,affenpinscher
262_train.jpg,Walker_hound
263_train.jpg,Saint_Bernard
264_train.jpg,standard_poodle
265_train.jpg,chow
266_train.jpg,Border_collie
267_train.jpg,Australian_terrier
268_train.jpg,Norwegian_elkhound
269_train.jpg,Japanese_spaniel
270_train.jpg,Sussex_spaniel
271_train.jpg,Saluki
272_train.jpg,Irish_wolfhound
273_train.jpg,Japanese_spaniel
274_train.jpg,Chesapeake_Bay_retriever
275_train.jpg,golden_retriever
276_train.jpg,Labrador_retriever
277_train.jpg,dhole
278_train.jpg,Brabancon_griffon
279_train.jpg,Brabancon_griffon
280_train.jpg,Airedale
281_train.jpg,EntleBucher
282_train.jpg,English_springer
283_train.jpg,black
284_train.jpg,standard_poodle
285_train.jpg,Pomeranian
286_train.jpg,Saluki
287_train.jpg,otterhound
288_train.jpg,Labrador_retriever
289_train.jpg,Boston_bull
290_train.jpg,cocker_spaniel
291_train.jpg,Lhasa
292_train.jpg,clumber
293_train.jpg,bluetick
294_train.jpg,German_short
295_train.jpg,vizsla
296_train.jpg,standard_poodle
297_train.jpg,Brittany_spaniel
298_train.jpg,Norfolk_terrier
299_train.jpg,Bernese_mountain_dog
300_train.jpg,Samoyed
301_train.jpg,Lakeland_terrier
302_train.jpg,groenendael
303_train.jpg,Bernese_mountain_dog
304_train.jpg,Blenheim_spaniel
305_train.jpg,Brabancon_griffon
306_train.jpg,wire
307_train.jpg,German_shepherd
308_train.jpg,toy_terrier
309_train.jpg,French_bulldog
310_train.jpg,Walker_hound
311_train.jpg,chow
312_train.jpg,Chihuahua
313_train.jpg,otterhound
314_train.jpg,redbone
315_train.jpg,giant_schnauzer
316_train.jpg,Irish_setter
317_train.jpg,Australian_terrier
318_train.jpg,komondor
319_train.jpg,Yorkshire_terrier
320_train.jpg,bull_mastiff
321_train.jpg,Norwich_terrier
322_train.jpg,Maltese_dog
323_train.jpg,beagle
324_train.jpg,Gordon_setter
325_train.jpg,Bernese_mountain_dog
326_train.jpg,Scotch_terrier
327_train.jpg,basenji
328_train.jpg,Japanese_spaniel
329_train.jpg,dingo
330_train.jpg,standard_poodle
331_train.jpg,Rottweiler
332_train.jpg,Chihuahua
333_train.jpg,komondor
334_train.jpg,Irish_water_spaniel
335_train.jpg,Pembroke
336_train.jpg,boxer
337_train.jpg,Pomeranian
338_train.jpg,Newfoundland
339_train.jpg,Staffordshire_bullterrier
340_train.jpg,English_foxhound
